episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter,wall_clock
0,1.0,3.1997288703377125,0.6831026984657778,0.18285894735372965,10.0,1.5,9,0.0,False,True,0.7905291937286911,1,17.709159380834848,40.332,prepare,0.0,0,1774620791.998791
0,2.0,3.199732598044806,0.6831031632661534,0.18322523764128007,0.0,1.5,6,1.0,False,True,0.7905502516154586,1,17.709159380834848,40.391,in_progress,0.0,0,1774620805.6298587
0,3.0,3.2226783321925447,0.6837337800317583,0.29966713365580055,0.0,1.5,6,1.0,False,True,0.9201254963009476,1,17.709159380834848,40.455,in_progress,0.0,0,1774620818.6535764
0,4.0,3.278694579755922,0.6850691539052409,0.4599487852081661,0.0,1.5,6,1.0,False,True,1.236448962540953,1,17.709159380834848,40.526,in_progress,0.0,0,1774620832.9231627
0,5.0,3.365162792099604,0.685933632885301,0.48149610768927487,0.0,1.5,6,1.0,False,True,1.7247056657125053,2,17.709159380834848,40.597,in_progress,0.0,0,1774620847.2366421
0,6.0,3.465571634225401,0.6864983160417879,0.3560469007185697,0.0,1.5,6,1.0,False,True,2.2916946452696823,3,17.709159380834848,40.656,in_progress,0.0,0,1774620861.6589448
0,7.0,3.566089025482924,0.6869239818919489,0.2537840821815103,0.0,1.5,6,1.0,False,True,2.859299191620115,3,17.709159380834848,40.718,in_progress,0.0,0,1774620875.9460719
0,8.0,3.677337399973112,0.687652833040328,0.24925097436206708,0.0,1.5,6,1.0,False,True,3.487497064442023,4,17.709159380834848,40.785,in_progress,0.0,0,1774620891.568455
0,9.0,3.765455108900921,0.6879661400967578,0.1419372515144785,0.0,1.5,6,1.0,False,True,3.9850803656548965,5,17.709159380834848,40.851,in_progress,0.0,0,1774620906.8431535
0,10.0,3.8735508462422628,0.6885225283883636,0.12088770196391109,0.0,1.5,6,1.0,False,True,4.595475283429187,5,17.709159380834848,40.92,in_progress,0.0,0,1774620922.675673
